-0.43213692	-0.12864703	-0.3560487	0.120982915	0.43121636	0.07081287	0.1291219	-0.08988101	0.089280754	0.026212804	-0.122482345	-0.14604764	0.20271933	0.19974001	0.051145654	-0.41033784
-0.6465947	-0.44838712	-0.26001495	-0.018535333	0.36836696	0.13532498	0.14430831	-0.27250418	0.44797534	0.019316548	-0.4320388	-0.36391783	-0.16761234	0.16912292	0.41023132	-0.28805664
-0.12803374	0.12428669	-0.30801168	-0.22055191	0.3846949	0.07326753	0.11188447	0.069630355	-0.2697482	0.3748389	0.34536391	-0.17931694	0.42010674	0.23958762	-0.27107793	-0.46743414
-0.09203088	0.046262883	-0.47175148	0.017636236	0.25917685	0.20949629	0.26184162	-0.12258102	-0.25727862	0.011638528	0.06188883	-0.03787455	0.16139421	0.26698697	-0.025744133	-0.29787853
-0.2332706	-0.16697668	-0.02701413	-0.030237846	0.3009226	-0.019799706	0.055033274	0.0047524287	0.07748817	0.08779691	-0.0992769	-0.08241759	0.14195374	0.1334234	-0.0311547	-0.37569046
0.25534037	0.6847489	-0.4159255	-0.32434943	0.5018197	0.04198318	0.11356673	0.51027477	-0.73571825	0.36513847	0.5895702	0.16128173	0.58800054	0.17172295	-0.7600145	-0.5457477
-0.4163617	-0.07014999	-0.4376783	0.14869091	0.25609866	0.09299686	0.20677184	-0.2470477	0.12908816	0.031464074	-0.15543601	-0.16423778	-0.0900412	0.22331814	0.18964267	-0.21643941
-0.47820216	-0.15492961	-0.1573616	0.1653216	0.38321722	-0.13699524	-0.068595774	0.0011609653	0.10971911	0.10208801	-0.09078361	-0.10804847	0.109396316	0.041868195	0.08096205	-0.30980164
0.23345675	0.5385942	-0.07330902	-0.058199376	0.4407911	-0.18544137	-0.34794748	0.5124422	-0.6017024	0.48525077	0.647161	0.36796647	0.6135256	-0.27929932	-0.7083202	-0.6442597
-0.084069274	0.0642446	-0.50242066	0.0075049973	0.114986524	0.11947747	0.1763883	-0.08609842	-0.23492233	0.13210997	0.15833394	-0.08559759	0.14472003	0.23555043	-0.06515316	-0.17786126
-0.7614583	0.2488243	-0.19985688	0.47699904	0.35085398	-0.30867153	0.07173777	-0.15035409	0.029067596	-0.22126484	-0.3529788	0.25948325	-0.12855482	0.098375514	0.15411755	-0.037889536
-0.6686038	-0.15594582	0.36938864	0.41730207	0.6392768	-0.5289104	-0.47106892	0.38614112	0.5124698	0.13102818	-0.2336335	0.27574664	0.3311915	-0.39494663	-0.21707425	-0.5744672
0.04472647	0.03457198	0.11720477	0.0231516	0.28948143	-0.11273158	-0.21448983	0.22028598	0.14784248	0.010683832	0.03401005	0.15636483	0.25389135	-0.12042599	-0.23203304	-0.48214585
